_norm_symbol,symbol,exchange,file,records,first_timestamp,last_timestamp,listing_date,delisting_date,universe_status,expected_trading_days,observed_trading_days,missing_trading_days,coverage_status,audited_expected_trading_days,audited_missing_trading_days,audited_coverage_status
000589.SZ,000589,SZ,data/stock_1m/SZ/000589.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-03-08,,L,4030,4026,4,partial,4026,0,complete
000590.SZ,000590,SZ,data/stock_1m/SZ/000590.parquet,962124,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-01-19,,L,4030,3993,37,partial,3993,0,complete
000591.SZ,000591,SZ,data/stock_1m/SZ/000591.parquet,954894,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-02-08,,L,4030,3963,67,partial,3963,0,complete
000592.SZ,000592,SZ,data/stock_1m/SZ/000592.parquet,968390,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-03-27,,L,4030,4019,11,partial,4019,0,complete
000593.SZ,000593,SZ,data/stock_1m/SZ/000593.parquet,958750,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-03-12,,L,4030,3979,51,partial,3979,0,complete
000595.SZ,000595,SZ,data/stock_1m/SZ/000595.parquet,962606,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-04-19,,L,4030,3995,35,partial,3995,0,complete
000596.SZ,000596,SZ,data/stock_1m/SZ/000596.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-09-27,,L,4030,4030,0,complete,4030,0,complete
000597.SZ,000597,SZ,data/stock_1m/SZ/000597.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-05-23,,L,4030,4030,0,complete,4030,0,complete
000598.SZ,000598,SZ,data/stock_1m/SZ/000598.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-05-29,,L,4030,4030,0,complete,4030,0,complete
000599.SZ,000599,SZ,data/stock_1m/SZ/000599.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-04-30,,L,4030,4025,5,partial,4025,0,complete
000600.SZ,000600,SZ,data/stock_1m/SZ/000600.parquet,966462,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-06-06,,L,4030,4011,19,partial,4011,0,complete
000601.SZ,000601,SZ,data/stock_1m/SZ/000601.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-30,,L,4030,4023,7,partial,4023,0,complete
000603.SZ,000603,SZ,data/stock_1m/SZ/000603.parquet,970559,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-23,,L,4030,4028,2,partial,4028,0,complete
000605.SZ,000605,SZ,data/stock_1m/SZ/000605.parquet,954171,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-09-13,,L,4030,3960,70,partial,3960,0,complete
000607.SZ,000607,SZ,data/stock_1m/SZ/000607.parquet,953207,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-30,,L,4030,3956,74,partial,3956,0,complete
000608.SZ,000608,SZ,data/stock_1m/SZ/000608.parquet,957063,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-09-19,,L,4030,3972,58,partial,3972,0,complete
000609.SZ,000609,SZ,data/stock_1m/SZ/000609.parquet,966221,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-10-10,,L,4030,4010,20,partial,4010,0,complete
000610.SZ,000610,SZ,data/stock_1m/SZ/000610.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-09-26,,L,4030,4023,7,partial,4027,4,partial
000612.SZ,000612,SZ,data/stock_1m/SZ/000612.parquet,958027,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-09-26,,L,4030,3976,54,partial,3976,0,complete
000615.SZ,000615,SZ,data/stock_1m/SZ/000615.parquet,958027,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-10-16,,L,4030,3976,54,partial,3976,0,complete
000617.SZ,000617,SZ,data/stock_1m/SZ/000617.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-10-22,,L,4030,4030,0,complete,4030,0,complete
000619.SZ,000619,SZ,data/stock_1m/SZ/000619.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-10-23,,L,4030,4030,0,complete,4030,0,complete
000620.SZ,000620,SZ,data/stock_1m/SZ/000620.parquet,966221,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-10-29,,L,4030,4010,20,partial,4010,0,complete
000623.SZ,000623,SZ,data/stock_1m/SZ/000623.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-10-28,,L,4030,4030,0,complete,4030,0,complete
000625.SZ,000625,SZ,data/stock_1m/SZ/000625.parquet,963329,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-10,,L,4030,3998,32,partial,3998,0,complete
000626.SZ,000626,SZ,data/stock_1m/SZ/000626.parquet,959955,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-28,,L,4030,3984,46,partial,3984,0,complete
000628.SZ,000628,SZ,data/stock_1m/SZ/000628.parquet,963088,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-18,,L,4030,3997,33,partial,3997,0,complete
000629.SZ,000629,SZ,data/stock_1m/SZ/000629.parquet,967908,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-15,,L,4030,4017,13,partial,4030,13,partial
000630.SZ,000630,SZ,data/stock_1m/SZ/000630.parquet,944290,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-20,,L,4030,3919,111,partial,3919,0,complete
000631.SZ,000631,SZ,data/stock_1m/SZ/000631.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-22,,L,4030,4030,0,complete,4030,0,complete
000632.SZ,000632,SZ,data/stock_1m/SZ/000632.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-21,,L,4030,4027,3,partial,4027,0,complete
000633.SZ,000633,SZ,data/stock_1m/SZ/000633.parquet,951761,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-12,,L,4030,3950,80,partial,3950,0,complete
000635.SZ,000635,SZ,data/stock_1m/SZ/000635.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-20,,L,4030,4030,0,complete,4030,0,complete
000636.SZ,000636,SZ,data/stock_1m/SZ/000636.parquet,957304,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-29,,L,4030,3973,57,partial,3976,3,partial
000637.SZ,000637,SZ,data/stock_1m/SZ/000637.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-14,,L,4030,4030,0,complete,4030,0,complete
000638.SZ,000638,SZ,data/stock_1m/SZ/000638.parquet,949058,2010-01-04 09:30:00,2026-04-10 15:00:00,1996-11-26,,D,3949,3938,11,partial,3940,2,partial
000639.SZ,000639,SZ,data/stock_1m/SZ/000639.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-26,,L,4030,4029,1,partial,4029,0,complete
000650.SZ,000650,SZ,data/stock_1m/SZ/000650.parquet,959714,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-10,,L,4030,3983,47,partial,3983,0,complete
000651.SZ,000651,SZ,data/stock_1m/SZ/000651.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-18,,L,4030,4030,0,complete,4030,0,complete
000652.SZ,000652,SZ,data/stock_1m/SZ/000652.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-28,,L,4030,4030,0,complete,4030,0,complete
000655.SZ,000655,SZ,data/stock_1m/SZ/000655.parquet,956822,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-28,,L,4030,3971,59,partial,3971,0,complete
000656.SZ,000656,SZ,data/stock_1m/SZ/000656.parquet,966462,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-11-28,,L,4030,4011,19,partial,4011,0,complete
000657.SZ,000657,SZ,data/stock_1m/SZ/000657.parquet,967426,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-05,,L,4030,4015,15,partial,4015,0,complete
000659.SZ,000659,SZ,data/stock_1m/SZ/000659.parquet,958991,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-03,,L,4030,3980,50,partial,3980,0,complete
000661.SZ,000661,SZ,data/stock_1m/SZ/000661.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-18,,L,4030,4030,0,complete,4030,0,complete
000663.SZ,000663,SZ,data/stock_1m/SZ/000663.parquet,954171,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-06,,L,4030,3960,70,partial,3960,0,complete
000665.SZ,000665,SZ,data/stock_1m/SZ/000665.parquet,957063,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-10,,L,4030,3972,58,partial,3972,0,complete
000668.SZ,000668,SZ,data/stock_1m/SZ/000668.parquet,953448,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-10,,L,4030,3957,73,partial,3957,0,complete
000669.SZ,000669,SZ,data/stock_1m/SZ/000669.parquet,958750,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-10,,L,4030,3979,51,partial,3979,0,complete
000670.SZ,000670,SZ,data/stock_1m/SZ/000670.parquet,829092,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-17,,L,4030,3441,589,partial,4019,578,partial
000672.SZ,000672,SZ,data/stock_1m/SZ/000672.parquet,958750,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-18,,L,4030,3979,51,partial,3979,0,complete
000676.SZ,000676,SZ,data/stock_1m/SZ/000676.parquet,934891,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-24,,L,4030,3880,150,partial,3880,0,complete
000677.SZ,000677,SZ,data/stock_1m/SZ/000677.parquet,934650,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-26,,L,4030,3879,151,partial,3879,0,complete
000678.SZ,000678,SZ,data/stock_1m/SZ/000678.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-06,,L,4030,4030,0,complete,4030,0,complete
000679.SZ,000679,SZ,data/stock_1m/SZ/000679.parquet,957786,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-24,,L,4030,3975,55,partial,3975,0,complete
000680.SZ,000680,SZ,data/stock_1m/SZ/000680.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-22,,L,4030,4030,0,complete,4030,0,complete
000681.SZ,000681,SZ,data/stock_1m/SZ/000681.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-21,,L,4030,4026,4,partial,4026,0,complete
000682.SZ,000682,SZ,data/stock_1m/SZ/000682.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-21,,L,4030,4030,0,complete,4030,0,complete
000683.SZ,000683,SZ,data/stock_1m/SZ/000683.parquet,960678,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-31,,L,4030,3987,43,partial,3987,0,complete
000685.SZ,000685,SZ,data/stock_1m/SZ/000685.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-23,,L,4030,4025,5,partial,4025,0,complete
000686.SZ,000686,SZ,data/stock_1m/SZ/000686.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-02-27,,L,4030,4029,1,partial,4029,0,complete
000688.SZ,000688,SZ,data/stock_1m/SZ/000688.parquet,959714,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-20,,L,4030,3983,47,partial,3983,0,complete
000690.SZ,000690,SZ,data/stock_1m/SZ/000690.parquet,967426,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-28,,L,4030,4015,15,partial,4015,0,complete
000691.SZ,000691,SZ,data/stock_1m/SZ/000691.parquet,955376,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-02-28,,L,4030,3965,65,partial,3965,0,complete
000692.SZ,000692,SZ,data/stock_1m/SZ/000692.parquet,954894,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-02-27,,L,4030,3963,67,partial,3963,0,complete
000695.SZ,000695,SZ,data/stock_1m/SZ/000695.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-02-18,,L,4030,4030,0,complete,4030,0,complete
000697.SZ,000697,SZ,data/stock_1m/SZ/000697.parquet,955617,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-03-25,,L,4030,3966,64,partial,3966,0,complete
000698.SZ,000698,SZ,data/stock_1m/SZ/000698.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-02-20,,L,4030,4025,5,partial,4025,0,complete
000700.SZ,000700,SZ,data/stock_1m/SZ/000700.parquet,956340,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-02-28,,L,4030,3969,61,partial,3969,0,complete
000701.SZ,000701,SZ,data/stock_1m/SZ/000701.parquet,966462,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-02-26,,L,4030,4011,19,partial,4011,0,complete
000702.SZ,000702,SZ,data/stock_1m/SZ/000702.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-03-18,,L,4030,4030,0,complete,4030,0,complete
000703.SZ,000703,SZ,data/stock_1m/SZ/000703.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-03-28,,L,4030,4027,3,partial,4027,0,complete
000705.SZ,000705,SZ,data/stock_1m/SZ/000705.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-10,,L,4030,4030,0,complete,4030,0,complete
000707.SZ,000707,SZ,data/stock_1m/SZ/000707.parquet,959714,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-15,,L,4030,3983,47,partial,3983,0,complete
000708.SZ,000708,SZ,data/stock_1m/SZ/000708.parquet,955135,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-03-26,,L,4030,3964,66,partial,3964,0,complete
000709.SZ,000709,SZ,data/stock_1m/SZ/000709.parquet,961642,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-16,,L,4030,3991,39,partial,3991,0,complete
000710.SZ,000710,SZ,data/stock_1m/SZ/000710.parquet,969113,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-22,,L,4030,4022,8,partial,4022,0,complete
000711.SZ,000711,SZ,data/stock_1m/SZ/000711.parquet,958509,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-11,,L,4030,3978,52,partial,3978,0,complete
000712.SZ,000712,SZ,data/stock_1m/SZ/000712.parquet,963088,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-15,,L,4030,3997,33,partial,3997,0,complete
000713.SZ,000713,SZ,data/stock_1m/SZ/000713.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-22,,L,4030,4030,0,complete,4030,0,complete
000715.SZ,000715,SZ,data/stock_1m/SZ/000715.parquet,943808,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-05-08,,L,4030,3917,113,partial,3917,0,complete
000716.SZ,000716,SZ,data/stock_1m/SZ/000716.parquet,963088,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-18,,L,4030,3997,33,partial,3997,0,complete
000717.SZ,000717,SZ,data/stock_1m/SZ/000717.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-05-08,,L,4030,4030,0,complete,4030,0,complete
000718.SZ,000718,SZ,data/stock_1m/SZ/000718.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-08,,L,4030,4023,7,partial,4023,0,complete
000719.SZ,000719,SZ,data/stock_1m/SZ/000719.parquet,947664,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-03-31,,L,4030,3933,97,partial,3933,0,complete
000720.SZ,000720,SZ,data/stock_1m/SZ/000720.parquet,958268,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-05-09,,L,4030,3977,53,partial,3988,11,partial
000721.SZ,000721,SZ,data/stock_1m/SZ/000721.parquet,954171,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-30,,L,4030,3960,70,partial,3960,0,complete
000722.SZ,000722,SZ,data/stock_1m/SZ/000722.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-05-22,,L,4030,4030,0,complete,4030,0,complete
000723.SZ,000723,SZ,data/stock_1m/SZ/000723.parquet,968631,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-05-15,,L,4030,4020,10,partial,4020,0,complete
000725.SZ,000725,SZ,data/stock_1m/SZ/000725.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,2001-01-12,,L,4030,4026,4,partial,4026,0,complete
000726.SZ,000726,SZ,data/stock_1m/SZ/000726.parquet,970559,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-12-25,,L,4030,4028,2,partial,4028,0,complete
000727.SZ,000727,SZ,data/stock_1m/SZ/000727.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-05-20,,L,4030,4027,3,partial,4027,0,complete
000728.SZ,000728,SZ,data/stock_1m/SZ/000728.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-16,,L,4030,4026,4,partial,4026,0,complete
000729.SZ,000729,SZ,data/stock_1m/SZ/000729.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-16,,L,4030,4030,0,complete,4030,0,complete
000731.SZ,000731,SZ,data/stock_1m/SZ/000731.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-17,,L,4030,4030,0,complete,4030,0,complete
000733.SZ,000733,SZ,data/stock_1m/SZ/000733.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-03,,L,4030,4023,7,partial,4023,0,complete
000735.SZ,000735,SZ,data/stock_1m/SZ/000735.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-11,,L,4030,4030,0,complete,4030,0,complete
000736.SZ,000736,SZ,data/stock_1m/SZ/000736.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-25,,L,4030,4029,1,partial,4029,0,complete
000737.SZ,000737,SZ,data/stock_1m/SZ/000737.parquet,965498,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-28,,L,4030,4007,23,partial,4007,0,complete
000738.SZ,000738,SZ,data/stock_1m/SZ/000738.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-26,,L,4030,4030,0,complete,4030,0,complete
000739.SZ,000739,SZ,data/stock_1m/SZ/000739.parquet,967667,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-05-09,,L,4030,4016,14,partial,4016,0,complete
000750.SZ,000750,SZ,data/stock_1m/SZ/000750.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-09,,L,4030,4030,0,complete,4030,0,complete
000751.SZ,000751,SZ,data/stock_1m/SZ/000751.parquet,967667,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-26,,L,4030,4016,14,partial,4030,14,partial
000752.SZ,000752,SZ,data/stock_1m/SZ/000752.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-25,,L,4030,4029,1,partial,4029,0,complete
000753.SZ,000753,SZ,data/stock_1m/SZ/000753.parquet,967667,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-26,,L,4030,4016,14,partial,4016,0,complete
000755.SZ,000755,SZ,data/stock_1m/SZ/000755.parquet,952725,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-27,,L,4030,3954,76,partial,3954,0,complete
000756.SZ,000756,SZ,data/stock_1m/SZ/000756.parquet,965980,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-08-06,,L,4030,4009,21,partial,4009,0,complete
000757.SZ,000757,SZ,data/stock_1m/SZ/000757.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-27,,L,4030,4030,0,complete,4030,0,complete
000758.SZ,000758,SZ,data/stock_1m/SZ/000758.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-16,,L,4030,4030,0,complete,4030,0,complete
000759.SZ,000759,SZ,data/stock_1m/SZ/000759.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-05-19,,L,4030,4030,0,complete,4030,0,complete
000761.SZ,000761,SZ,data/stock_1m/SZ/000761.parquet,965498,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-01-15,,L,4030,4007,23,partial,4015,8,partial
000762.SZ,000762,SZ,data/stock_1m/SZ/000762.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-08,,L,4030,4030,0,complete,4030,0,complete
000766.SZ,000766,SZ,data/stock_1m/SZ/000766.parquet,946459,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-30,,L,4030,3928,102,partial,3928,0,complete
000767.SZ,000767,SZ,data/stock_1m/SZ/000767.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-09,,L,4030,4030,0,complete,4030,0,complete
000768.SZ,000768,SZ,data/stock_1m/SZ/000768.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-26,,L,4030,4025,5,partial,4025,0,complete
000776.SZ,000776,SZ,data/stock_1m/SZ/000776.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-11,,L,4030,4030,0,complete,4030,0,complete
000777.SZ,000777,SZ,data/stock_1m/SZ/000777.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-10,,L,4030,4030,0,complete,4030,0,complete
000778.SZ,000778,SZ,data/stock_1m/SZ/000778.parquet,959714,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-06,,L,4030,3983,47,partial,3983,0,complete
000779.SZ,000779,SZ,data/stock_1m/SZ/000779.parquet,968390,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-05-28,,L,4030,4019,11,partial,4019,0,complete
000782.SZ,000782,SZ,data/stock_1m/SZ/000782.parquet,959473,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-19,,L,4030,3982,48,partial,3982,0,complete
000783.SZ,000783,SZ,data/stock_1m/SZ/000783.parquet,967908,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-31,,L,4030,4017,13,partial,4017,0,complete
000785.SZ,000785,SZ,data/stock_1m/SZ/000785.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-11,,L,4030,4030,0,complete,4030,0,complete
000786.SZ,000786,SZ,data/stock_1m/SZ/000786.parquet,949833,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-06,,L,4030,3942,88,partial,3942,0,complete
000788.SZ,000788,SZ,data/stock_1m/SZ/000788.parquet,962847,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-16,,L,4030,3996,34,partial,3996,0,complete
000789.SZ,000789,SZ,data/stock_1m/SZ/000789.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-09-23,,L,4030,4030,0,complete,4030,0,complete
000790.SZ,000790,SZ,data/stock_1m/SZ/000790.parquet,968631,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-03-27,,L,4030,4020,10,partial,4023,3,partial
000791.SZ,000791,SZ,data/stock_1m/SZ/000791.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-10-14,,L,4030,4030,0,complete,4030,0,complete
000792.SZ,000792,SZ,data/stock_1m/SZ/000792.parquet,898018,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-09-04,,L,4030,3727,303,partial,4029,302,partial
000793.SZ,000793,SZ,data/stock_1m/SZ/000793.parquet,955617,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-29,,L,4030,3966,64,partial,3987,21,partial
000795.SZ,000795,SZ,data/stock_1m/SZ/000795.parquet,968149,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-08-08,,L,4030,4018,12,partial,4018,0,complete
000796.SZ,000796,SZ,data/stock_1m/SZ/000796.parquet,953448,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-03,,L,4030,3957,73,partial,3957,0,complete
000797.SZ,000797,SZ,data/stock_1m/SZ/000797.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-15,,L,4030,4025,5,partial,4025,0,complete
000798.SZ,000798,SZ,data/stock_1m/SZ/000798.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-02-12,,L,4030,4026,4,partial,4026,0,complete
000799.SZ,000799,SZ,data/stock_1m/SZ/000799.parquet,959232,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-18,,L,4030,3981,49,partial,3981,0,complete
000800.SZ,000800,SZ,data/stock_1m/SZ/000800.parquet,970559,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-18,,L,4030,4028,2,partial,4028,0,complete
000801.SZ,000801,SZ,data/stock_1m/SZ/000801.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-05-06,,L,4030,4026,4,partial,4026,0,complete
000802.SZ,000802,SZ,data/stock_1m/SZ/000802.parquet,968872,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-01-08,,L,4030,4021,9,partial,4021,0,complete
000803.SZ,000803,SZ,data/stock_1m/SZ/000803.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-03-03,,L,4030,4030,0,complete,4030,0,complete
000807.SZ,000807,SZ,data/stock_1m/SZ/000807.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-04-08,,L,4030,4024,6,partial,4028,4,partial
000809.SZ,000809,SZ,data/stock_1m/SZ/000809.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-06-16,,L,4030,4029,1,partial,4029,0,complete
000810.SZ,000810,SZ,data/stock_1m/SZ/000810.parquet,967426,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-06-02,,L,4030,4015,15,partial,4019,4,partial
000811.SZ,000811,SZ,data/stock_1m/SZ/000811.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-05-28,,L,4030,4027,3,partial,4027,0,complete
000812.SZ,000812,SZ,data/stock_1m/SZ/000812.parquet,960437,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-06-23,,L,4030,3986,44,partial,3994,8,partial
000813.SZ,000813,SZ,data/stock_1m/SZ/000813.parquet,952243,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-05-19,,L,4030,3952,78,partial,3977,25,partial
000815.SZ,000815,SZ,data/stock_1m/SZ/000815.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-06-09,,L,4030,4029,1,partial,4029,0,complete
000816.SZ,000816,SZ,data/stock_1m/SZ/000816.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-08-18,,L,4030,4030,0,complete,4030,0,complete
000818.SZ,000818,SZ,data/stock_1m/SZ/000818.parquet,959473,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-10-17,,L,4030,3982,48,partial,3994,12,partial
000819.SZ,000819,SZ,data/stock_1m/SZ/000819.parquet,970559,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-25,,L,4030,4028,2,partial,4028,0,complete
000820.SZ,000820,SZ,data/stock_1m/SZ/000820.parquet,951279,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-06-30,,L,4030,3948,82,partial,3948,0,complete
000821.SZ,000821,SZ,data/stock_1m/SZ/000821.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-06-26,,L,4030,4027,3,partial,4027,0,complete
000822.SZ,000822,SZ,data/stock_1m/SZ/000822.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-07-03,,L,4030,4029,1,partial,4029,0,complete
000823.SZ,000823,SZ,data/stock_1m/SZ/000823.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-10-08,,L,4030,4030,0,complete,4030,0,complete
