_norm_symbol,symbol,exchange,file,records,first_timestamp,last_timestamp,listing_date,delisting_date,universe_status,expected_trading_days,observed_trading_days,missing_trading_days,coverage_status,audited_expected_trading_days,audited_missing_trading_days,audited_coverage_status
002610.SZ,002610,SZ,data/stock_1m/SZ/002610.parquet,758668,2011-08-15 09:30:00,2024-08-09 15:00:00,2011-08-15,,D,3156,3148,8,partial,3148,0,complete
002618.SZ,002618,SZ,data/stock_1m/SZ/002618.parquet,628287,2011-09-20 09:30:00,2022-06-21 15:00:00,2011-09-20,,D,2610,2607,3,partial,2607,0,complete
002619.SZ,002619,SZ,data/stock_1m/SZ/002619.parquet,616478,2011-09-29 09:30:00,2022-04-27 15:00:00,2011-09-29,,D,2568,2558,10,partial,2558,0,complete
002621.SZ,002621,SZ,data/stock_1m/SZ/002621.parquet,751679,2011-09-29 09:30:00,2024-08-02 15:00:00,2011-09-29,,D,3119,3119,0,complete,3119,0,complete
002665.SZ,002665,SZ,data/stock_1m/SZ/002665.parquet,721072,2012-03-27 09:30:00,2024-08-23 15:00:00,2012-03-27,,D,3018,2992,26,partial,2996,4,partial
002684.SZ,002684,SZ,data/stock_1m/SZ/002684.parquet,579123,2012-06-12 09:30:00,2022-06-24 15:00:00,2012-06-12,,D,2440,2403,37,partial,2403,0,complete
002699.SZ,002699,SZ,data/stock_1m/SZ/002699.parquet,678656,2012-09-11 09:30:00,2024-06-04 15:00:00,2012-09-11,,D,2847,2816,31,partial,2816,0,complete
002711.SZ,002711,SZ,data/stock_1m/SZ/002711.parquet,367525,2014-01-27 09:30:00,2021-07-14 15:00:00,2014-01-27,,D,1818,1525,293,partial,1780,255,partial
002740.SZ,002740,SZ,data/stock_1m/SZ/002740.parquet,526585,2015-01-22 09:30:00,2024-03-01 15:00:00,2015-01-22,,D,2214,2185,29,partial,2185,0,complete
002750.SZ,002750,SZ,data/stock_1m/SZ/002750.parquet,600331,2015-03-24 09:30:00,2025-06-26 15:00:00,2015-03-24,,D,2495,2491,4,partial,2491,0,complete
002751.SZ,002751,SZ,data/stock_1m/SZ/002751.parquet,481036,2015-04-24 09:30:00,2023-07-12 15:00:00,2015-04-24,,D,2000,1996,4,partial,1996,0,complete
002770.SZ,002770,SZ,data/stock_1m/SZ/002770.parquet,409218,2015-06-30 09:30:00,2022-06-22 15:00:00,2015-06-30,,D,1698,1698,0,complete,1698,0,complete
002776.SZ,002776,SZ,data/stock_1m/SZ/002776.parquet,503690,2015-06-26 09:30:00,2024-01-24 15:00:00,2015-06-26,,D,2090,2090,0,complete,2090,0,complete
002781.SZ,002781,SZ,data/stock_1m/SZ/002781.parquet,441271,2015-12-22 09:30:00,2023-07-04 15:00:00,2015-12-22,,D,1831,1831,0,complete,1831,0,complete
300023.SZ,300023,SZ,data/stock_1m/SZ/300023.parquet,727820,2010-01-04 09:30:00,2022-06-28 15:00:00,2009-10-30,,D,3032,3020,12,partial,3024,4,partial
300028.SZ,300028,SZ,data/stock_1m/SZ/300028.parquet,535502,2010-01-04 09:30:00,2020-07-31 15:00:00,2009-10-30,,D,2571,2222,349,partial,2503,281,partial
300038.SZ,300038,SZ,data/stock_1m/SZ/300038.parquet,715047,2010-01-08 09:30:00,2022-06-29 15:00:00,2010-01-08,,D,3029,2967,62,partial,2976,9,partial
300064.SZ,300064,SZ,data/stock_1m/SZ/300064.parquet,709022,2010-03-26 09:30:00,2022-06-24 15:00:00,2010-03-26,,D,2976,2942,34,partial,2942,0,complete
300089.SZ,300089,SZ,data/stock_1m/SZ/300089.parquet,743726,2010-06-25 09:30:00,2023-07-12 15:00:00,2010-06-25,,D,3171,3086,85,partial,3086,0,complete
300090.SZ,300090,SZ,data/stock_1m/SZ/300090.parquet,587558,2010-06-25 09:30:00,2020-08-24 15:00:00,2010-06-25,,D,2473,2438,35,partial,2438,0,complete
300104.SZ,300104,SZ,data/stock_1m/SZ/300104.parquet,518391,2010-08-12 09:30:00,2020-07-20 15:00:00,2010-08-12,,D,2414,2151,263,partial,2412,261,partial
300108.SZ,300108,SZ,data/stock_1m/SZ/300108.parquet,855068,2010-08-25 09:30:00,2025-05-28 15:00:00,2010-08-25,,D,3581,3548,33,partial,3552,4,partial
300116.SZ,300116,SZ,data/stock_1m/SZ/300116.parquet,802289,2010-09-02 09:30:00,2024-07-24 15:00:00,2010-09-02,,D,3373,3329,44,partial,3329,0,complete
300117.SZ,300117,SZ,data/stock_1m/SZ/300117.parquet,852899,2010-09-02 09:30:00,2025-04-29 15:00:00,2010-09-02,,D,3557,3539,18,partial,3539,0,complete
300156.SZ,300156,SZ,data/stock_1m/SZ/300156.parquet,558397,2011-01-07 09:30:00,2020-08-24 15:00:00,2011-01-07,,D,2342,2317,25,partial,2324,7,partial
300178.SZ,300178,SZ,data/stock_1m/SZ/300178.parquet,661786,2011-02-15 09:30:00,2022-06-21 15:00:00,2011-02-15,,D,2760,2746,14,partial,2746,0,complete
300202.SZ,300202,SZ,data/stock_1m/SZ/300202.parquet,654797,2011-04-15 09:30:00,2022-07-01 15:00:00,2011-04-15,,D,2727,2717,10,partial,2717,0,complete
300208.SZ,300208,SZ,data/stock_1m/SZ/300208.parquet,822292,2011-04-26 09:30:00,2025-07-18 15:00:00,2011-04-26,,D,3459,3412,47,partial,3416,4,partial
300216.SZ,300216,SZ,data/stock_1m/SZ/300216.parquet,468986,2011-05-11 09:30:00,2020-09-15 15:00:00,2011-05-11,,D,2278,1946,332,partial,2251,305,partial
300262.SZ,300262,SZ,data/stock_1m/SZ/300262.parquet,749269,2011-09-16 09:30:00,2024-08-16 15:00:00,2011-09-16,,D,3138,3109,29,partial,3109,0,complete
300273.SZ,300273,SZ,data/stock_1m/SZ/300273.parquet,681066,2011-10-26 09:30:00,2023-07-05 15:00:00,2011-10-26,,D,2842,2826,16,partial,2826,0,complete
300280.SZ,300280,SZ,data/stock_1m/SZ/300280.parquet,800120,2011-12-29 09:30:00,2025-10-13 15:00:00,2011-12-29,,D,3345,3320,25,partial,3320,0,complete
300282.SZ,300282,SZ,data/stock_1m/SZ/300282.parquet,730953,2011-12-29 09:30:00,2024-07-17 15:00:00,2011-12-29,,D,3047,3033,14,partial,3047,14,partial
300297.SZ,300297,SZ,data/stock_1m/SZ/300297.parquet,652628,2012-03-15 09:30:00,2023-07-28 15:00:00,2012-03-15,,D,2765,2708,57,partial,2708,0,complete
300309.SZ,300309,SZ,data/stock_1m/SZ/300309.parquet,641542,2012-04-10 09:30:00,2023-05-29 15:00:00,2012-04-10,,D,2708,2662,46,partial,2662,0,complete
300312.SZ,300312,SZ,data/stock_1m/SZ/300312.parquet,586353,2012-05-08 09:30:00,2022-07-01 15:00:00,2012-05-08,,D,2470,2433,37,partial,2433,0,complete
300325.SZ,300325,SZ,data/stock_1m/SZ/300325.parquet,582738,2012-06-01 09:30:00,2022-06-27 15:00:00,2012-06-01,,D,2448,2418,30,partial,2418,0,complete
300330.SZ,300330,SZ,data/stock_1m/SZ/300330.parquet,639855,2012-06-19 09:30:00,2023-05-23 15:00:00,2012-06-19,,D,2656,2655,1,partial,2655,0,complete
300336.SZ,300336,SZ,data/stock_1m/SZ/300336.parquet,642747,2012-07-10 09:30:00,2023-07-04 15:00:00,2012-07-10,,D,2670,2667,3,partial,2667,0,complete
300356.SZ,300356,SZ,data/stock_1m/SZ/300356.parquet,628287,2012-10-09 09:30:00,2023-07-12 15:00:00,2012-10-09,,D,2616,2607,9,partial,2607,0,complete
300362.SZ,300362,SZ,data/stock_1m/SZ/300362.parquet,356680,2014-01-21 09:30:00,2021-08-27 15:00:00,2014-01-21,,D,1854,1480,374,partial,1769,289,partial
300367.SZ,300367,SZ,data/stock_1m/SZ/300367.parquet,483205,2014-01-29 09:30:00,2022-06-29 15:00:00,2014-01-29,,D,2047,2005,42,partial,2009,4,partial
300392.SZ,300392,SZ,data/stock_1m/SZ/300392.parquet,514776,2014-09-10 09:30:00,2023-07-07 15:00:00,2014-09-10,,D,2146,2136,10,partial,2136,0,complete
300431.SZ,300431,SZ,data/stock_1m/SZ/300431.parquet,314023,2015-03-24 09:30:00,2020-11-09 15:00:00,2015-03-24,,D,1373,1303,70,partial,1356,53,partial
300495.SZ,300495,SZ,data/stock_1m/SZ/300495.parquet,512607,2015-12-22 09:30:00,2024-09-19 15:00:00,2015-12-22,,D,2127,2127,0,complete,2127,0,complete
300526.SZ,300526,SZ,data/stock_1m/SZ/300526.parquet,406567,2016-07-21 09:30:00,2023-07-11 15:00:00,2016-08-02,,D,1686,1686,0,complete,1686,0,complete
300630.SZ,300630,SZ,data/stock_1m/SZ/300630.parquet,476698,2017-03-28 09:30:00,2025-05-21 15:00:00,2017-03-28,,D,1978,1978,0,complete,1978,0,complete
300742.SZ,300742,SZ,data/stock_1m/SZ/300742.parquet,363428,2018-05-08 09:30:00,2024-07-19 15:00:00,2018-05-08,,D,1508,1508,0,complete,1508,0,complete
300799.SZ,300799,SZ,data/stock_1m/SZ/300799.parquet,277873,2019-10-29 09:30:00,2024-07-26 15:00:00,2019-10-29,,D,1153,1153,0,complete,1153,0,complete
600068.SH,600068,SH,data/stock_1m/SH/600068.parquet,685404,2010-01-04 09:30:00,2021-09-10 15:00:00,1997-05-26,,D,2844,2844,0,complete,2844,0,complete
600069.SH,600069,SH,data/stock_1m/SH/600069.parquet,622985,2010-01-04 09:30:00,2020-08-26 15:00:00,1997-04-30,,D,2589,2585,4,partial,2585,0,complete
600070.SH,600070,SH,data/stock_1m/SH/600070.parquet,877240,2010-01-04 09:30:00,2025-04-29 15:00:00,1997-06-04,,D,3720,3640,80,partial,3640,0,complete
600074.SH,600074,SH,data/stock_1m/SH/600074.parquet,540080,2010-01-04 09:30:00,2020-06-02 15:00:00,1997-06-23,,D,2530,2241,289,partial,2456,215,partial
600077.SH,600077,SH,data/stock_1m/SH/600077.parquet,793130,2010-01-04 09:30:00,2023-07-24 15:00:00,1997-05-20,,D,3293,3291,2,partial,3291,0,complete
600083.SH,600083,SH,data/stock_1m/SH/600083.parquet,864707,2010-01-04 09:30:00,2025-03-04 15:00:00,1997-06-06,,D,3681,3588,93,partial,3588,0,complete
600086.SH,600086,SH,data/stock_1m/SH/600086.parquet,641301,2010-01-04 09:30:00,2021-03-16 15:00:00,1997-06-06,,D,2721,2661,60,partial,2661,0,complete
600090.SH,600090,SH,data/stock_1m/SH/600090.parquet,712878,2010-01-04 09:30:00,2022-07-06 15:00:00,1997-06-16,,D,3038,2958,80,partial,2958,0,complete
600091.SH,600091,SH,data/stock_1m/SH/600091.parquet,711190,2010-01-04 09:30:00,2022-06-20 15:00:00,1997-07-04,,D,3026,2951,75,partial,2951,0,complete
600093.SH,600093,SH,data/stock_1m/SH/600093.parquet,729266,2010-01-04 09:30:00,2022-06-22 15:00:00,1997-06-26,,D,3028,3026,2,partial,3026,0,complete
600112.SH,600112,SH,data/stock_1m/SH/600112.parquet,853381,2010-01-04 09:30:00,2024-08-14 15:00:00,1997-11-27,,D,3551,3541,10,partial,3541,0,complete
600122.SH,600122,SH,data/stock_1m/SH/600122.parquet,760114,2010-01-04 09:30:00,2023-06-21 15:00:00,1998-04-20,,D,3272,3154,118,partial,3154,0,complete
600139.SH,600139,SH,data/stock_1m/SH/600139.parquet,744690,2010-01-04 09:30:00,2023-03-24 15:00:00,1998-02-25,,D,3213,3090,123,partial,3137,47,partial
600145.SH,600145,SH,data/stock_1m/SH/600145.parquet,674317,2010-01-04 09:30:00,2022-04-27 15:00:00,1999-09-23,,D,2992,2798,194,partial,2798,0,complete
600146.SH,600146,SH,data/stock_1m/SH/600146.parquet,713119,2010-01-04 09:30:00,2022-06-29 15:00:00,1999-07-07,,D,3033,2959,74,partial,2963,4,partial
600175.SH,600175,SH,data/stock_1m/SH/600175.parquet,618406,2010-01-04 09:30:00,2020-08-14 15:00:00,1999-04-08,,D,2581,2566,15,partial,2566,0,complete
600190.SH,600190,SH,data/stock_1m/SH/600190.parquet,910016,2010-01-04 09:30:00,2025-07-24 15:00:00,1999-06-09,,D,3778,3776,2,partial,3776,0,complete
600200.SH,600200,SH,data/stock_1m/SH/600200.parquet,922548,2010-01-04 09:30:00,2025-12-30 15:00:00,1999-04-01,,D,3885,3828,57,partial,3861,33,partial
600209.SH,600209,SH,data/stock_1m/SH/600209.parquet,697935,2010-01-04 09:30:00,2022-06-21 15:00:00,1999-03-25,,D,3027,2896,131,partial,2974,78,partial
600213.SH,600213,SH,data/stock_1m/SH/600213.parquet,864949,2010-01-04 09:30:00,2024-10-16 15:00:00,1999-08-31,,D,3589,3589,0,complete,3589,0,complete
600220.SH,600220,SH,data/stock_1m/SH/600220.parquet,849043,2010-01-04 09:30:00,2024-07-09 15:00:00,1999-09-27,,D,3525,3523,2,partial,3523,0,complete
600225.SH,600225,SH,data/stock_1m/SH/600225.parquet,884711,2010-01-04 09:30:00,2025-03-05 15:00:00,2000-01-27,,D,3682,3671,11,partial,3671,0,complete
600242.SH,600242,SH,data/stock_1m/SH/600242.parquet,770236,2010-01-04 09:30:00,2023-06-28 15:00:00,2000-12-07,,D,3275,3196,79,partial,3196,0,complete
600247.SH,600247,SH,data/stock_1m/SH/600247.parquet,656483,2010-01-04 09:30:00,2021-03-19 15:00:00,2000-11-23,,D,2724,2724,0,complete,2724,0,complete
600260.SH,600260,SH,data/stock_1m/SH/600260.parquet,756017,2010-01-04 09:30:00,2023-02-14 15:00:00,2000-07-06,,D,3185,3137,48,partial,3137,0,complete
600275.SH,600275,SH,data/stock_1m/SH/600275.parquet,716492,2010-01-04 09:30:00,2022-06-21 15:00:00,2000-08-10,,D,3027,2973,54,partial,2973,0,complete
600277.SH,600277,SH,data/stock_1m/SH/600277.parquet,831691,2010-01-04 09:30:00,2024-07-17 15:00:00,2000-07-25,,D,3531,3451,80,partial,3451,0,complete
600290.SH,600290,SH,data/stock_1m/SH/600290.parquet,819400,2010-01-04 09:30:00,2024-01-15 15:00:00,2000-11-06,,D,3411,3400,11,partial,3400,0,complete
600291.SH,600291,SH,data/stock_1m/SH/600291.parquet,702515,2010-01-04 09:30:00,2022-06-13 15:00:00,2000-07-31,,D,3021,2915,106,partial,2915,0,complete
600297.SH,600297,SH,data/stock_1m/SH/600297.parquet,841090,2010-01-04 09:30:00,2024-08-27 15:00:00,2000-11-16,,D,3560,3490,70,partial,3490,0,complete
600306.SH,600306,SH,data/stock_1m/SH/600306.parquet,832896,2010-01-04 09:30:00,2024-06-25 15:00:00,2000-12-26,,D,3515,3456,59,partial,3456,0,complete
600311.SH,600311,SH,data/stock_1m/SH/600311.parquet,774092,2010-01-04 09:30:00,2023-03-24 15:00:00,2001-06-26,,D,3213,3212,1,partial,3212,0,complete
600317.SH,600317,SH,data/stock_1m/SH/600317.parquet,649013,2010-01-04 09:30:00,2021-01-28 15:00:00,2002-01-31,,D,2693,2693,0,complete,2693,0,complete
600321.SH,600321,SH,data/stock_1m/SH/600321.parquet,842536,2010-01-04 09:30:00,2024-06-26 15:00:00,2001-05-24,,D,3516,3496,20,partial,3496,0,complete
600385.SH,600385,SH,data/stock_1m/SH/600385.parquet,721071,2010-01-04 09:30:00,2022-07-06 15:00:00,2001-07-23,,D,3038,2992,46,partial,3006,14,partial
600387.SH,600387,SH,data/stock_1m/SH/600387.parquet,904955,2010-01-04 09:30:00,2025-07-10 15:00:00,2004-02-18,,D,3768,3755,13,partial,3755,0,complete
600393.SH,600393,SH,data/stock_1m/SH/600393.parquet,779153,2010-01-04 09:30:00,2023-07-17 15:00:00,2001-03-19,,D,3288,3233,55,partial,3233,0,complete
600462.SH,600462,SH,data/stock_1m/SH/600462.parquet,869528,2010-01-04 09:30:00,2025-07-18 15:00:00,2003-09-03,,D,3774,3608,166,partial,3608,0,complete
600466.SH,600466,SH,data/stock_1m/SH/600466.parquet,774815,2010-01-04 09:30:00,2023-06-05 15:00:00,2001-02-12,,D,3260,3215,45,partial,3215,0,complete
600485.SH,600485,SH,data/stock_1m/SH/600485.parquet,591655,2010-01-04 09:30:00,2020-05-14 15:00:00,2003-08-07,,D,2517,2455,62,partial,2508,53,partial
600532.SH,600532,SH,data/stock_1m/SH/600532.parquet,776019,2010-01-04 09:30:00,2023-06-27 15:00:00,2002-10-31,,D,3274,3220,54,partial,3220,0,complete
600555.SH,600555,SH,data/stock_1m/SH/600555.parquet,709263,2010-01-04 09:30:00,2022-07-12 15:00:00,2001-03-28,,D,3042,2943,99,partial,2957,14,partial
600565.SH,600565,SH,data/stock_1m/SH/600565.parquet,835065,2010-01-04 09:30:00,2024-08-06 15:00:00,2002-07-23,,D,3545,3465,80,partial,3472,7,partial
600614.SH,600614,SH,data/stock_1m/SH/600614.parquet,599849,2010-01-04 09:30:00,2021-07-20 15:00:00,1992-08-28,,D,2806,2489,317,partial,2701,212,partial
600634.SH,600634,SH,data/stock_1m/SH/600634.parquet,630455,2010-01-04 09:30:00,2021-07-20 15:00:00,1993-03-04,,D,2806,2616,190,partial,2731,115,partial
600647.SH,600647,SH,data/stock_1m/SH/600647.parquet,848320,2010-01-04 09:30:00,2024-07-02 15:00:00,1993-05-04,,D,3520,3520,0,complete,3520,0,complete
600652.SH,600652,SH,data/stock_1m/SH/600652.parquet,705166,2010-01-04 09:30:00,2022-06-20 15:00:00,1990-12-19,,D,3026,2926,100,partial,2926,0,complete
600677.SH,600677,SH,data/stock_1m/SH/600677.parquet,586594,2010-01-04 09:30:00,2020-05-28 15:00:00,1993-09-28,,D,2527,2434,93,partial,2434,0,complete
600687.SH,600687,SH,data/stock_1m/SH/600687.parquet,643711,2010-01-04 09:30:00,2021-03-02 15:00:00,1993-11-08,,D,2711,2671,40,partial,2675,4,partial
600695.SH,600695,SH,data/stock_1m/SH/600695.parquet,727097,2010-01-04 09:30:00,2022-06-13 15:00:00,1993-11-22,,D,3021,3017,4,partial,3017,0,complete
600701.SH,600701,SH,data/stock_1m/SH/600701.parquet,595752,2010-01-04 09:30:00,2021-04-30 15:00:00,1996-05-28,,D,2753,2472,281,partial,2664,192,partial
600705.SH,600705,SH,data/stock_1m/SH/600705.parquet,897725,2010-01-04 09:30:00,2025-05-26 15:00:00,1996-05-16,,D,3736,3725,11,partial,3725,0,complete
600723.SH,600723,SH,data/stock_1m/SH/600723.parquet,690706,2010-01-04 09:30:00,2021-10-21 15:00:00,1996-07-16,,D,2866,2866,0,complete,2866,0,complete
600766.SH,600766,SH,data/stock_1m/SH/600766.parquet,836268,2010-01-04 09:30:00,2024-07-02 15:00:00,1996-10-28,,D,3520,3470,50,partial,3470,0,complete
600767.SH,600767,SH,data/stock_1m/SH/600767.parquet,763970,2010-01-04 09:30:00,2023-06-28 15:00:00,1996-11-15,,D,3275,3170,105,partial,3170,0,complete
600781.SH,600781,SH,data/stock_1m/SH/600781.parquet,774092,2010-01-04 09:30:00,2023-06-27 15:00:00,1996-12-18,,D,3274,3212,62,partial,3214,2,partial
600804.SH,600804,SH,data/stock_1m/SH/600804.parquet,899171,2010-01-04 09:30:00,2025-07-02 15:00:00,1994-01-03,,D,3762,3731,31,partial,3731,0,complete
600811.SH,600811,SH,data/stock_1m/SH/600811.parquet,890254,2010-01-04 09:30:00,2025-04-29 15:00:00,1994-01-06,,D,3720,3694,26,partial,3694,0,complete
600823.SH,600823,SH,data/stock_1m/SH/600823.parquet,845187,2010-01-04 09:30:00,2024-06-13 15:00:00,1994-02-04,,D,3507,3507,0,complete,3507,0,complete
600836.SH,600836,SH,data/stock_1m/SH/600836.parquet,849043,2010-01-04 09:30:00,2024-07-10 15:00:00,1994-02-24,,D,3526,3523,3,partial,3523,0,complete
600837.SH,600837,SH,data/stock_1m/SH/600837.parquet,886880,2010-01-04 09:30:00,2025-03-03 15:00:00,1994-02-24,,D,3680,3680,0,complete,3680,0,complete
600856.SH,600856,SH,data/stock_1m/SH/600856.parquet,702515,2010-01-04 09:30:00,2022-06-21 15:00:00,1994-04-25,,D,3027,2915,112,partial,2915,0,complete
600870.SH,600870,SH,data/stock_1m/SH/600870.parquet,676967,2010-01-04 09:30:00,2022-06-29 15:00:00,1995-02-28,,D,3033,2809,224,partial,2809,0,complete
600890.SH,600890,SH,data/stock_1m/SH/600890.parquet,700826,2010-01-04 09:30:00,2022-06-20 15:00:00,1996-03-18,,D,3026,2908,118,partial,2966,58,partial
600891.SH,600891,SH,data/stock_1m/SH/600891.parquet,604187,2010-01-04 09:30:00,2021-05-11 15:00:00,1996-03-25,,D,2757,2507,250,partial,2507,0,complete
600896.SH,600896,SH,data/stock_1m/SH/600896.parquet,724446,2010-01-04 09:30:00,2022-07-22 15:00:00,1996-05-03,,D,3050,3006,44,partial,3006,0,complete
600898.SH,600898,SH,data/stock_1m/SH/600898.parquet,862780,2010-01-04 09:30:00,2025-02-07 15:00:00,1996-04-18,,D,3664,3580,84,partial,3580,0,complete
600978.SH,600978,SH,data/stock_1m/SH/600978.parquet,619370,2010-01-04 09:30:00,2021-03-19 15:00:00,2004-08-24,,D,2724,2570,154,partial,2570,0,complete
601028.SH,601028,SH,data/stock_1m/SH/601028.parquet,792408,2011-11-07 09:30:00,2025-05-26 15:00:00,2011-11-07,,D,3290,3288,2,partial,3288,0,complete
601258.SH,601258,SH,data/stock_1m/SH/601258.parquet,712396,2011-04-28 09:30:00,2023-06-29 15:00:00,2011-04-28,,D,2959,2956,3,partial,2956,0,complete
601558.SH,601558,SH,data/stock_1m/SH/601558.parquet,554541,2011-01-13 09:30:00,2020-07-02 15:00:00,2011-01-13,,D,2301,2301,0,complete,2301,0,complete
601989.SH,601989,SH,data/stock_1m/SH/601989.parquet,916523,2010-01-04 09:30:00,2025-09-04 15:00:00,2009-12-16,,D,3808,3803,5,partial,3803,0,complete
603003.SH,603003,SH,data/stock_1m/SH/603003.parquet,736255,2012-08-17 09:30:00,2025-07-02 15:00:00,2012-08-17,,D,3125,3055,70,partial,3055,0,complete
603133.SH,603133,SH,data/stock_1m/SH/603133.parquet,426811,2017-03-20 09:30:00,2024-07-02 15:00:00,2017-03-20,,D,1771,1771,0,complete,1771,0,complete
603157.SH,603157,SH,data/stock_1m/SH/603157.parquet,271848,2017-09-25 09:30:00,2022-05-23 15:00:00,2017-09-25,,D,1128,1128,0,complete,1128,0,complete
603388.SH,603388,SH,data/stock_1m/SH/603388.parquet,509474,2017-03-24 09:30:00,2025-12-04 15:00:00,2017-03-24,,D,2114,2114,0,complete,2114,0,complete
603555.SH,603555,SH,data/stock_1m/SH/603555.parquet,593342,2014-01-24 09:30:00,2024-03-28 15:00:00,2014-01-24,,D,2475,2462,13,partial,2462,0,complete
603603.SH,603603,SH,data/stock_1m/SH/603603.parquet,421027,2017-02-17 09:30:00,2024-04-24 15:00:00,2017-02-17,,D,1747,1747,0,complete,1747,0,complete
603963.SH,603963,SH,data/stock_1m/SH/603963.parquet,437415,2017-09-22 09:30:00,2025-03-20 15:00:00,2017-09-22,,D,1815,1815,0,complete,1815,0,complete
603996.SH,603996,SH,data/stock_1m/SH/603996.parquet,375719,2015-12-22 09:30:00,2022-05-23 15:00:00,2015-12-22,,D,1559,1559,0,complete,1559,0,complete
688086.SH,688086,SH,data/stock_1m/SH/688086.parquet,196897,2020-02-26 09:30:00,2023-07-06 15:00:00,2020-02-26,,D,817,817,0,complete,817,0,complete
688555.SH,688555,SH,data/stock_1m/SH/688555.parquet,177617,2020-06-23 09:30:00,2023-07-06 15:00:00,2020-06-23,,D,737,737,0,complete,737,0,complete
